Time, T_A[degC], T_B[degC], T_C[degC], T_D[degC]
1302.498,24.5,44.44,23.87,47.69
1304.588,24.5,44.38,23.87,47.69
1306.629,24.5,44.38,23.87,47.69
1308.72,24.5,44.38,23.87,47.69
1310.806,24.5,44.38,23.94,47.69
1312.892,24.5,44.38,23.94,47.69
1314.972,25.0,44.38,23.94,47.69
1317.061,24.5,44.38,23.94,47.69
1319.149,25.0,44.38,24.0,47.69
1321.19,25.0,44.31,24.0,47.69
1323.278,25.0,44.31,24.0,47.69
1325.363,25.0,44.31,24.0,47.69
1327.441,25.0,44.31,24.0,47.69
1329.521,25.0,44.31,24.0,47.69
1331.609,25.0,44.31,24.0,47.69
1333.694,25.0,44.31,24.06,47.63
1335.781,25.0,44.31,24.06,47.63
1337.868,25.0,44.31,24.06,47.69
1339.91,25.0,44.31,24.06,47.63
1341.994,25.0,44.31,24.06,47.63
1344.086,25.0,44.31,24.06,47.63
1346.172,25.0,44.31,24.06,47.63
1348.259,25.0,44.31,24.12,47.63
1350.343,25.0,44.31,24.06,47.63
1352.386,25.0,44.31,24.12,47.69
1354.468,25.0,44.31,24.12,47.63
1356.557,25.0,44.31,24.12,47.63
1358.639,25.0,44.31,24.12,47.63
1360.724,25.0,44.31,24.12,47.63
1362.816,25.0,44.31,24.12,47.63
1364.908,25.0,44.31,24.12,47.63
1366.948,25.0,44.31,24.12,47.63
1369.039,25.0,44.31,24.19,47.56
1371.13,25.0,44.31,24.19,47.56
1373.22,25.0,44.31,24.25,47.56
1375.308,25.0,44.31,24.19,47.5
1377.349,25.0,44.25,24.25,47.5
1379.44,25.0,44.25,24.25,47.5
1381.526,25.0,44.25,24.25,47.5
1383.611,25.0,44.25,24.25,47.5
1385.693,25.0,44.25,24.25,47.5
1387.775,25.0,44.25,24.25,47.5
1389.862,25.0,44.25,24.31,47.5
1391.944,25.0,44.25,24.31,47.5
1394.029,25.0,44.25,24.31,47.56
1396.062,25.0,44.25,24.31,47.5
1398.158,25.0,44.31,24.37,47.5
1400.242,25.0,44.31,24.37,47.5
1402.322,25.0,44.31,24.37,47.5
1404.403,25.0,44.31,24.37,47.5
1406.485,25.0,44.31,24.37,47.5
1408.561,25.0,44.31,24.37,47.56
